Line Number,Number of Tokens,Language,Model
881,181,th,CohereForAI/aya-expanse-8b
882,165,th,CohereForAI/aya-expanse-8b
883,311,th,CohereForAI/aya-expanse-8b
884,192,th,CohereForAI/aya-expanse-8b
885,233,th,CohereForAI/aya-expanse-8b
886,550,th,CohereForAI/aya-expanse-8b
887,340,th,CohereForAI/aya-expanse-8b
888,329,th,CohereForAI/aya-expanse-8b
889,256,th,CohereForAI/aya-expanse-8b
890,175,th,CohereForAI/aya-expanse-8b
891,210,th,CohereForAI/aya-expanse-8b
892,152,th,CohereForAI/aya-expanse-8b
893,182,th,CohereForAI/aya-expanse-8b
894,217,th,CohereForAI/aya-expanse-8b
895,309,th,CohereForAI/aya-expanse-8b
896,217,th,CohereForAI/aya-expanse-8b
897,161,th,CohereForAI/aya-expanse-8b
898,288,th,CohereForAI/aya-expanse-8b
899,75,th,CohereForAI/aya-expanse-8b
900,148,th,CohereForAI/aya-expanse-8b
901,83,th,CohereForAI/aya-expanse-8b
902,193,th,CohereForAI/aya-expanse-8b
903,424,th,CohereForAI/aya-expanse-8b
904,209,th,CohereForAI/aya-expanse-8b
905,138,th,CohereForAI/aya-expanse-8b
906,176,th,CohereForAI/aya-expanse-8b
907,268,th,CohereForAI/aya-expanse-8b
908,318,th,CohereForAI/aya-expanse-8b
909,193,th,CohereForAI/aya-expanse-8b
910,175,th,CohereForAI/aya-expanse-8b
911,163,th,CohereForAI/aya-expanse-8b
912,212,th,CohereForAI/aya-expanse-8b
913,372,th,CohereForAI/aya-expanse-8b
914,462,th,CohereForAI/aya-expanse-8b
915,230,th,CohereForAI/aya-expanse-8b
916,492,th,CohereForAI/aya-expanse-8b
917,266,th,CohereForAI/aya-expanse-8b
918,158,th,CohereForAI/aya-expanse-8b
919,386,th,CohereForAI/aya-expanse-8b
920,265,th,CohereForAI/aya-expanse-8b
921,215,th,CohereForAI/aya-expanse-8b
922,234,th,CohereForAI/aya-expanse-8b
923,283,th,CohereForAI/aya-expanse-8b
924,417,th,CohereForAI/aya-expanse-8b
925,305,th,CohereForAI/aya-expanse-8b
926,172,th,CohereForAI/aya-expanse-8b
927,308,th,CohereForAI/aya-expanse-8b
928,173,th,CohereForAI/aya-expanse-8b
929,330,th,CohereForAI/aya-expanse-8b
930,405,th,CohereForAI/aya-expanse-8b
931,235,th,CohereForAI/aya-expanse-8b
932,180,th,CohereForAI/aya-expanse-8b
933,116,th,CohereForAI/aya-expanse-8b
934,353,th,CohereForAI/aya-expanse-8b
935,264,th,CohereForAI/aya-expanse-8b
936,340,th,CohereForAI/aya-expanse-8b
937,361,th,CohereForAI/aya-expanse-8b
938,347,th,CohereForAI/aya-expanse-8b
939,181,th,CohereForAI/aya-expanse-8b
940,374,th,CohereForAI/aya-expanse-8b
941,436,th,CohereForAI/aya-expanse-8b
942,261,th,CohereForAI/aya-expanse-8b
943,134,th,CohereForAI/aya-expanse-8b
944,205,th,CohereForAI/aya-expanse-8b
945,265,th,CohereForAI/aya-expanse-8b
946,390,th,CohereForAI/aya-expanse-8b
947,357,th,CohereForAI/aya-expanse-8b
948,434,th,CohereForAI/aya-expanse-8b
949,180,th,CohereForAI/aya-expanse-8b
950,243,th,CohereForAI/aya-expanse-8b
951,235,th,CohereForAI/aya-expanse-8b
952,287,th,CohereForAI/aya-expanse-8b
953,280,th,CohereForAI/aya-expanse-8b
954,115,th,CohereForAI/aya-expanse-8b
955,129,th,CohereForAI/aya-expanse-8b
956,330,th,CohereForAI/aya-expanse-8b
957,217,th,CohereForAI/aya-expanse-8b
958,616,th,CohereForAI/aya-expanse-8b
959,245,th,CohereForAI/aya-expanse-8b
960,205,th,CohereForAI/aya-expanse-8b
961,286,th,CohereForAI/aya-expanse-8b
962,189,th,CohereForAI/aya-expanse-8b
963,174,th,CohereForAI/aya-expanse-8b
964,234,th,CohereForAI/aya-expanse-8b
965,135,th,CohereForAI/aya-expanse-8b
966,426,th,CohereForAI/aya-expanse-8b
967,189,th,CohereForAI/aya-expanse-8b
968,526,th,CohereForAI/aya-expanse-8b
969,394,th,CohereForAI/aya-expanse-8b
970,146,th,CohereForAI/aya-expanse-8b
971,269,th,CohereForAI/aya-expanse-8b
972,153,th,CohereForAI/aya-expanse-8b
973,487,th,CohereForAI/aya-expanse-8b
974,156,th,CohereForAI/aya-expanse-8b
975,102,th,CohereForAI/aya-expanse-8b
976,618,th,CohereForAI/aya-expanse-8b
977,649,th,CohereForAI/aya-expanse-8b
978,295,th,CohereForAI/aya-expanse-8b
979,275,th,CohereForAI/aya-expanse-8b
980,271,th,CohereForAI/aya-expanse-8b
981,156,th,CohereForAI/aya-expanse-8b
982,272,th,CohereForAI/aya-expanse-8b
983,97,th,CohereForAI/aya-expanse-8b
984,274,th,CohereForAI/aya-expanse-8b
985,413,th,CohereForAI/aya-expanse-8b
986,249,th,CohereForAI/aya-expanse-8b
987,264,th,CohereForAI/aya-expanse-8b
988,330,th,CohereForAI/aya-expanse-8b
989,137,th,CohereForAI/aya-expanse-8b
990,301,th,CohereForAI/aya-expanse-8b
991,197,th,CohereForAI/aya-expanse-8b
992,306,th,CohereForAI/aya-expanse-8b
993,248,th,CohereForAI/aya-expanse-8b
994,107,th,CohereForAI/aya-expanse-8b
995,158,th,CohereForAI/aya-expanse-8b
996,289,th,CohereForAI/aya-expanse-8b
997,255,th,CohereForAI/aya-expanse-8b
998,160,th,CohereForAI/aya-expanse-8b
999,335,th,CohereForAI/aya-expanse-8b
1000,177,th,CohereForAI/aya-expanse-8b
1001,148,th,CohereForAI/aya-expanse-8b
1002,246,th,CohereForAI/aya-expanse-8b
1003,145,th,CohereForAI/aya-expanse-8b
1004,149,th,CohereForAI/aya-expanse-8b
1005,451,th,CohereForAI/aya-expanse-8b
1006,171,th,CohereForAI/aya-expanse-8b
1007,297,th,CohereForAI/aya-expanse-8b
1008,641,th,CohereForAI/aya-expanse-8b
1009,453,th,CohereForAI/aya-expanse-8b
1010,310,th,CohereForAI/aya-expanse-8b
1011,324,th,CohereForAI/aya-expanse-8b
1012,459,th,CohereForAI/aya-expanse-8b
1013,444,th,CohereForAI/aya-expanse-8b
1014,212,th,CohereForAI/aya-expanse-8b
1015,246,th,CohereForAI/aya-expanse-8b
1016,106,th,CohereForAI/aya-expanse-8b
1017,304,th,CohereForAI/aya-expanse-8b
1018,358,th,CohereForAI/aya-expanse-8b
1019,637,th,CohereForAI/aya-expanse-8b
1020,226,th,CohereForAI/aya-expanse-8b
1021,293,th,CohereForAI/aya-expanse-8b
1022,97,th,CohereForAI/aya-expanse-8b
1023,190,th,CohereForAI/aya-expanse-8b
1024,156,th,CohereForAI/aya-expanse-8b
1025,85,th,CohereForAI/aya-expanse-8b
1026,654,th,CohereForAI/aya-expanse-8b
1027,149,th,CohereForAI/aya-expanse-8b
1028,397,th,CohereForAI/aya-expanse-8b
1029,308,th,CohereForAI/aya-expanse-8b
1030,263,th,CohereForAI/aya-expanse-8b
1031,103,th,CohereForAI/aya-expanse-8b
1032,196,th,CohereForAI/aya-expanse-8b
1033,459,th,CohereForAI/aya-expanse-8b
1034,688,th,CohereForAI/aya-expanse-8b
1035,516,th,CohereForAI/aya-expanse-8b
1036,153,th,CohereForAI/aya-expanse-8b
1037,82,th,CohereForAI/aya-expanse-8b
1038,324,th,CohereForAI/aya-expanse-8b
1039,381,th,CohereForAI/aya-expanse-8b
1040,132,th,CohereForAI/aya-expanse-8b
1041,647,th,CohereForAI/aya-expanse-8b
1042,185,th,CohereForAI/aya-expanse-8b
1043,65,th,CohereForAI/aya-expanse-8b
1044,478,th,CohereForAI/aya-expanse-8b
1045,160,th,CohereForAI/aya-expanse-8b
1046,136,th,CohereForAI/aya-expanse-8b
1047,537,th,CohereForAI/aya-expanse-8b
1048,266,th,CohereForAI/aya-expanse-8b
1049,202,th,CohereForAI/aya-expanse-8b
1050,209,th,CohereForAI/aya-expanse-8b
1051,105,th,CohereForAI/aya-expanse-8b
1052,139,th,CohereForAI/aya-expanse-8b
1053,213,th,CohereForAI/aya-expanse-8b
1054,149,th,CohereForAI/aya-expanse-8b
1055,117,th,CohereForAI/aya-expanse-8b
1056,261,th,CohereForAI/aya-expanse-8b
1057,162,th,CohereForAI/aya-expanse-8b
1058,147,th,CohereForAI/aya-expanse-8b
1059,624,th,CohereForAI/aya-expanse-8b
1060,177,th,CohereForAI/aya-expanse-8b
1061,169,th,CohereForAI/aya-expanse-8b
1062,139,th,CohereForAI/aya-expanse-8b
1063,184,th,CohereForAI/aya-expanse-8b
1064,172,th,CohereForAI/aya-expanse-8b
1065,188,th,CohereForAI/aya-expanse-8b
1066,231,th,CohereForAI/aya-expanse-8b
1067,250,th,CohereForAI/aya-expanse-8b
1068,184,th,CohereForAI/aya-expanse-8b
1069,275,th,CohereForAI/aya-expanse-8b
1070,332,th,CohereForAI/aya-expanse-8b
1071,155,th,CohereForAI/aya-expanse-8b
1072,144,th,CohereForAI/aya-expanse-8b
1073,229,th,CohereForAI/aya-expanse-8b
1074,246,th,CohereForAI/aya-expanse-8b
1075,262,th,CohereForAI/aya-expanse-8b
1076,442,th,CohereForAI/aya-expanse-8b
1077,315,th,CohereForAI/aya-expanse-8b
1078,259,th,CohereForAI/aya-expanse-8b
1079,102,th,CohereForAI/aya-expanse-8b
1080,324,th,CohereForAI/aya-expanse-8b
1081,327,th,CohereForAI/aya-expanse-8b
1082,210,th,CohereForAI/aya-expanse-8b
1083,321,th,CohereForAI/aya-expanse-8b
1084,142,th,CohereForAI/aya-expanse-8b
1085,97,th,CohereForAI/aya-expanse-8b
1086,141,th,CohereForAI/aya-expanse-8b
1087,247,th,CohereForAI/aya-expanse-8b
1088,200,th,CohereForAI/aya-expanse-8b
1089,329,th,CohereForAI/aya-expanse-8b
1090,136,th,CohereForAI/aya-expanse-8b
1091,138,th,CohereForAI/aya-expanse-8b
1092,559,th,CohereForAI/aya-expanse-8b
1093,211,th,CohereForAI/aya-expanse-8b
1094,319,th,CohereForAI/aya-expanse-8b
1095,455,th,CohereForAI/aya-expanse-8b
1096,196,th,CohereForAI/aya-expanse-8b
1097,405,th,CohereForAI/aya-expanse-8b
1098,91,th,CohereForAI/aya-expanse-8b
1099,120,th,CohereForAI/aya-expanse-8b
1100,259,th,CohereForAI/aya-expanse-8b
1101,382,th,CohereForAI/aya-expanse-8b
1102,370,th,CohereForAI/aya-expanse-8b
1103,92,th,CohereForAI/aya-expanse-8b
1104,175,th,CohereForAI/aya-expanse-8b
1105,233,th,CohereForAI/aya-expanse-8b
1106,177,th,CohereForAI/aya-expanse-8b
1107,219,th,CohereForAI/aya-expanse-8b
1108,423,th,CohereForAI/aya-expanse-8b
1109,527,th,CohereForAI/aya-expanse-8b
1110,377,th,CohereForAI/aya-expanse-8b
1111,396,th,CohereForAI/aya-expanse-8b
1112,443,th,CohereForAI/aya-expanse-8b
1113,266,th,CohereForAI/aya-expanse-8b
1114,121,th,CohereForAI/aya-expanse-8b
1115,287,th,CohereForAI/aya-expanse-8b
1116,86,th,CohereForAI/aya-expanse-8b
1117,159,th,CohereForAI/aya-expanse-8b
1118,318,th,CohereForAI/aya-expanse-8b
1119,128,th,CohereForAI/aya-expanse-8b
1120,255,th,CohereForAI/aya-expanse-8b
1121,179,th,CohereForAI/aya-expanse-8b
1122,241,th,CohereForAI/aya-expanse-8b
1123,126,th,CohereForAI/aya-expanse-8b
1124,118,th,CohereForAI/aya-expanse-8b
1125,569,th,CohereForAI/aya-expanse-8b
1126,146,th,CohereForAI/aya-expanse-8b
1127,320,th,CohereForAI/aya-expanse-8b
1128,370,th,CohereForAI/aya-expanse-8b
1129,207,th,CohereForAI/aya-expanse-8b
1130,315,th,CohereForAI/aya-expanse-8b
1131,425,th,CohereForAI/aya-expanse-8b
1132,71,th,CohereForAI/aya-expanse-8b
1133,269,th,CohereForAI/aya-expanse-8b
1134,245,th,CohereForAI/aya-expanse-8b
1135,174,th,CohereForAI/aya-expanse-8b
1136,249,th,CohereForAI/aya-expanse-8b
1137,161,th,CohereForAI/aya-expanse-8b
1138,213,th,CohereForAI/aya-expanse-8b
1139,275,th,CohereForAI/aya-expanse-8b
1140,98,th,CohereForAI/aya-expanse-8b
1141,422,th,CohereForAI/aya-expanse-8b
1142,209,th,CohereForAI/aya-expanse-8b
1143,162,th,CohereForAI/aya-expanse-8b
1144,209,th,CohereForAI/aya-expanse-8b
1145,240,th,CohereForAI/aya-expanse-8b
1146,273,th,CohereForAI/aya-expanse-8b
1147,329,th,CohereForAI/aya-expanse-8b
1148,492,th,CohereForAI/aya-expanse-8b
1149,233,th,CohereForAI/aya-expanse-8b
1150,164,th,CohereForAI/aya-expanse-8b
1151,237,th,CohereForAI/aya-expanse-8b
1152,161,th,CohereForAI/aya-expanse-8b
1153,112,th,CohereForAI/aya-expanse-8b
1154,217,th,CohereForAI/aya-expanse-8b
1155,136,th,CohereForAI/aya-expanse-8b
1156,510,th,CohereForAI/aya-expanse-8b
1157,278,th,CohereForAI/aya-expanse-8b
1158,234,th,CohereForAI/aya-expanse-8b
1159,73,th,CohereForAI/aya-expanse-8b
1160,248,th,CohereForAI/aya-expanse-8b
1161,397,th,CohereForAI/aya-expanse-8b
1162,116,th,CohereForAI/aya-expanse-8b
1163,302,th,CohereForAI/aya-expanse-8b
1164,209,th,CohereForAI/aya-expanse-8b
1165,200,th,CohereForAI/aya-expanse-8b
1166,136,th,CohereForAI/aya-expanse-8b
1167,126,th,CohereForAI/aya-expanse-8b
1168,322,th,CohereForAI/aya-expanse-8b
1169,343,th,CohereForAI/aya-expanse-8b
1170,340,th,CohereForAI/aya-expanse-8b
1171,268,th,CohereForAI/aya-expanse-8b
1172,282,th,CohereForAI/aya-expanse-8b
1173,154,th,CohereForAI/aya-expanse-8b
1174,257,th,CohereForAI/aya-expanse-8b
1175,322,th,CohereForAI/aya-expanse-8b
1176,209,th,CohereForAI/aya-expanse-8b
1177,283,th,CohereForAI/aya-expanse-8b
1178,516,th,CohereForAI/aya-expanse-8b
1179,101,th,CohereForAI/aya-expanse-8b
1180,250,th,CohereForAI/aya-expanse-8b
1181,169,th,CohereForAI/aya-expanse-8b
1182,189,th,CohereForAI/aya-expanse-8b
1183,405,th,CohereForAI/aya-expanse-8b
1184,219,th,CohereForAI/aya-expanse-8b
1185,216,th,CohereForAI/aya-expanse-8b
1186,200,th,CohereForAI/aya-expanse-8b
1187,314,th,CohereForAI/aya-expanse-8b
1188,192,th,CohereForAI/aya-expanse-8b
1189,372,th,CohereForAI/aya-expanse-8b
1190,155,th,CohereForAI/aya-expanse-8b
1191,309,th,CohereForAI/aya-expanse-8b
1192,397,th,CohereForAI/aya-expanse-8b
1193,274,th,CohereForAI/aya-expanse-8b
1194,244,th,CohereForAI/aya-expanse-8b
1195,85,th,CohereForAI/aya-expanse-8b
1196,385,th,CohereForAI/aya-expanse-8b
1197,193,th,CohereForAI/aya-expanse-8b
1198,391,th,CohereForAI/aya-expanse-8b
1199,285,th,CohereForAI/aya-expanse-8b
1200,81,th,CohereForAI/aya-expanse-8b
1201,108,th,CohereForAI/aya-expanse-8b
1202,182,th,CohereForAI/aya-expanse-8b
1203,337,th,CohereForAI/aya-expanse-8b
1204,149,th,CohereForAI/aya-expanse-8b
1205,152,th,CohereForAI/aya-expanse-8b
1206,294,th,CohereForAI/aya-expanse-8b
1207,185,th,CohereForAI/aya-expanse-8b
1208,225,th,CohereForAI/aya-expanse-8b
1209,181,th,CohereForAI/aya-expanse-8b
1210,234,th,CohereForAI/aya-expanse-8b
1211,298,th,CohereForAI/aya-expanse-8b
1212,182,th,CohereForAI/aya-expanse-8b
1213,228,th,CohereForAI/aya-expanse-8b
1214,211,th,CohereForAI/aya-expanse-8b
1215,560,th,CohereForAI/aya-expanse-8b
1216,263,th,CohereForAI/aya-expanse-8b
1217,249,th,CohereForAI/aya-expanse-8b
1218,90,th,CohereForAI/aya-expanse-8b
1219,262,th,CohereForAI/aya-expanse-8b
1220,158,th,CohereForAI/aya-expanse-8b
1221,328,th,CohereForAI/aya-expanse-8b
1222,251,th,CohereForAI/aya-expanse-8b
1223,207,th,CohereForAI/aya-expanse-8b
1224,278,th,CohereForAI/aya-expanse-8b
1225,216,th,CohereForAI/aya-expanse-8b
1226,282,th,CohereForAI/aya-expanse-8b
1227,198,th,CohereForAI/aya-expanse-8b
1228,227,th,CohereForAI/aya-expanse-8b
1229,328,th,CohereForAI/aya-expanse-8b
1230,443,th,CohereForAI/aya-expanse-8b
1231,241,th,CohereForAI/aya-expanse-8b
1232,157,th,CohereForAI/aya-expanse-8b
1233,262,th,CohereForAI/aya-expanse-8b
1234,130,th,CohereForAI/aya-expanse-8b
1235,151,th,CohereForAI/aya-expanse-8b
1236,365,th,CohereForAI/aya-expanse-8b
1237,91,th,CohereForAI/aya-expanse-8b
1238,193,th,CohereForAI/aya-expanse-8b
1239,206,th,CohereForAI/aya-expanse-8b
1240,198,th,CohereForAI/aya-expanse-8b
1241,221,th,CohereForAI/aya-expanse-8b
1242,181,th,CohereForAI/aya-expanse-8b
1243,125,th,CohereForAI/aya-expanse-8b
1,64,de,CohereForAI/aya-expanse-8b
2,57,de,CohereForAI/aya-expanse-8b
3,219,de,CohereForAI/aya-expanse-8b
4,50,de,CohereForAI/aya-expanse-8b
5,128,de,CohereForAI/aya-expanse-8b
6,185,de,CohereForAI/aya-expanse-8b
7,125,de,CohereForAI/aya-expanse-8b
8,228,de,CohereForAI/aya-expanse-8b
9,218,de,CohereForAI/aya-expanse-8b
10,184,de,CohereForAI/aya-expanse-8b
11,195,de,CohereForAI/aya-expanse-8b
12,175,de,CohereForAI/aya-expanse-8b
13,173,de,CohereForAI/aya-expanse-8b
14,166,de,CohereForAI/aya-expanse-8b
15,180,de,CohereForAI/aya-expanse-8b
16,185,de,CohereForAI/aya-expanse-8b
17,175,de,CohereForAI/aya-expanse-8b
18,250,de,CohereForAI/aya-expanse-8b
19,127,de,CohereForAI/aya-expanse-8b
20,221,de,CohereForAI/aya-expanse-8b
21,157,de,CohereForAI/aya-expanse-8b
22,72,de,CohereForAI/aya-expanse-8b
23,81,de,CohereForAI/aya-expanse-8b
24,53,de,CohereForAI/aya-expanse-8b
25,87,de,CohereForAI/aya-expanse-8b
26,179,de,CohereForAI/aya-expanse-8b
27,70,de,CohereForAI/aya-expanse-8b
28,94,de,CohereForAI/aya-expanse-8b
29,83,de,CohereForAI/aya-expanse-8b
30,105,de,CohereForAI/aya-expanse-8b
31,155,de,CohereForAI/aya-expanse-8b
32,56,de,CohereForAI/aya-expanse-8b
33,96,de,CohereForAI/aya-expanse-8b
34,107,de,CohereForAI/aya-expanse-8b
35,84,de,CohereForAI/aya-expanse-8b
36,138,de,CohereForAI/aya-expanse-8b
37,142,de,CohereForAI/aya-expanse-8b
38,148,de,CohereForAI/aya-expanse-8b
39,265,de,CohereForAI/aya-expanse-8b
40,49,de,CohereForAI/aya-expanse-8b
41,118,de,CohereForAI/aya-expanse-8b
42,87,de,CohereForAI/aya-expanse-8b
43,217,de,CohereForAI/aya-expanse-8b
44,235,de,CohereForAI/aya-expanse-8b
45,162,de,CohereForAI/aya-expanse-8b
46,193,de,CohereForAI/aya-expanse-8b
47,92,de,CohereForAI/aya-expanse-8b
48,127,de,CohereForAI/aya-expanse-8b
49,120,de,CohereForAI/aya-expanse-8b
50,81,de,CohereForAI/aya-expanse-8b
51,114,de,CohereForAI/aya-expanse-8b
52,137,de,CohereForAI/aya-expanse-8b
53,117,de,CohereForAI/aya-expanse-8b
54,59,de,CohereForAI/aya-expanse-8b
55,65,de,CohereForAI/aya-expanse-8b
56,104,de,CohereForAI/aya-expanse-8b
57,193,de,CohereForAI/aya-expanse-8b
58,100,de,CohereForAI/aya-expanse-8b
59,108,de,CohereForAI/aya-expanse-8b
60,112,de,CohereForAI/aya-expanse-8b
61,159,de,CohereForAI/aya-expanse-8b
62,97,de,CohereForAI/aya-expanse-8b
63,106,de,CohereForAI/aya-expanse-8b
64,158,de,CohereForAI/aya-expanse-8b
65,131,de,CohereForAI/aya-expanse-8b
66,115,de,CohereForAI/aya-expanse-8b
67,63,de,CohereForAI/aya-expanse-8b
68,176,de,CohereForAI/aya-expanse-8b
69,78,de,CohereForAI/aya-expanse-8b
70,117,de,CohereForAI/aya-expanse-8b
71,152,de,CohereForAI/aya-expanse-8b
72,241,de,CohereForAI/aya-expanse-8b
73,197,de,CohereForAI/aya-expanse-8b
74,208,de,CohereForAI/aya-expanse-8b
75,171,de,CohereForAI/aya-expanse-8b
76,62,de,CohereForAI/aya-expanse-8b
77,123,de,CohereForAI/aya-expanse-8b
78,96,de,CohereForAI/aya-expanse-8b
79,75,de,CohereForAI/aya-expanse-8b
80,90,de,CohereForAI/aya-expanse-8b
81,123,de,CohereForAI/aya-expanse-8b
82,125,de,CohereForAI/aya-expanse-8b
83,134,de,CohereForAI/aya-expanse-8b
84,189,de,CohereForAI/aya-expanse-8b
85,133,de,CohereForAI/aya-expanse-8b
86,69,de,CohereForAI/aya-expanse-8b
87,162,de,CohereForAI/aya-expanse-8b
88,85,de,CohereForAI/aya-expanse-8b
89,99,de,CohereForAI/aya-expanse-8b
90,153,de,CohereForAI/aya-expanse-8b
91,162,de,CohereForAI/aya-expanse-8b
92,142,de,CohereForAI/aya-expanse-8b
93,57,de,CohereForAI/aya-expanse-8b
94,120,de,CohereForAI/aya-expanse-8b
95,118,de,CohereForAI/aya-expanse-8b
96,141,de,CohereForAI/aya-expanse-8b
97,272,de,CohereForAI/aya-expanse-8b
98,112,de,CohereForAI/aya-expanse-8b
99,111,de,CohereForAI/aya-expanse-8b
100,79,de,CohereForAI/aya-expanse-8b
101,152,de,CohereForAI/aya-expanse-8b
102,58,de,CohereForAI/aya-expanse-8b
103,166,de,CohereForAI/aya-expanse-8b
104,168,de,CohereForAI/aya-expanse-8b
105,137,de,CohereForAI/aya-expanse-8b
106,172,de,CohereForAI/aya-expanse-8b
107,125,de,CohereForAI/aya-expanse-8b
108,153,de,CohereForAI/aya-expanse-8b
109,71,de,CohereForAI/aya-expanse-8b
110,62,de,CohereForAI/aya-expanse-8b
111,115,de,CohereForAI/aya-expanse-8b
112,182,de,CohereForAI/aya-expanse-8b
113,52,de,CohereForAI/aya-expanse-8b
114,404,de,CohereForAI/aya-expanse-8b
115,64,de,CohereForAI/aya-expanse-8b
116,95,de,CohereForAI/aya-expanse-8b
117,181,de,CohereForAI/aya-expanse-8b
118,141,de,CohereForAI/aya-expanse-8b
119,64,de,CohereForAI/aya-expanse-8b
120,81,de,CohereForAI/aya-expanse-8b
121,60,de,CohereForAI/aya-expanse-8b
122,72,de,CohereForAI/aya-expanse-8b
123,227,de,CohereForAI/aya-expanse-8b
124,164,de,CohereForAI/aya-expanse-8b
125,183,de,CohereForAI/aya-expanse-8b
126,86,de,CohereForAI/aya-expanse-8b
127,131,de,CohereForAI/aya-expanse-8b
128,99,de,CohereForAI/aya-expanse-8b
129,65,de,CohereForAI/aya-expanse-8b
130,119,de,CohereForAI/aya-expanse-8b
131,41,de,CohereForAI/aya-expanse-8b
132,275,de,CohereForAI/aya-expanse-8b
133,163,de,CohereForAI/aya-expanse-8b
134,64,de,CohereForAI/aya-expanse-8b
135,89,de,CohereForAI/aya-expanse-8b
136,97,de,CohereForAI/aya-expanse-8b
137,84,de,CohereForAI/aya-expanse-8b
138,257,de,CohereForAI/aya-expanse-8b
139,112,de,CohereForAI/aya-expanse-8b
140,130,de,CohereForAI/aya-expanse-8b
141,242,de,CohereForAI/aya-expanse-8b
142,66,de,CohereForAI/aya-expanse-8b
143,54,de,CohereForAI/aya-expanse-8b
144,223,de,CohereForAI/aya-expanse-8b
145,164,de,CohereForAI/aya-expanse-8b
146,101,de,CohereForAI/aya-expanse-8b
147,214,de,CohereForAI/aya-expanse-8b
148,272,de,CohereForAI/aya-expanse-8b
149,292,de,CohereForAI/aya-expanse-8b
150,107,de,CohereForAI/aya-expanse-8b
151,303,de,CohereForAI/aya-expanse-8b
152,104,de,CohereForAI/aya-expanse-8b
153,86,de,CohereForAI/aya-expanse-8b
154,62,de,CohereForAI/aya-expanse-8b
155,191,de,CohereForAI/aya-expanse-8b
156,99,de,CohereForAI/aya-expanse-8b
157,105,de,CohereForAI/aya-expanse-8b
158,118,de,CohereForAI/aya-expanse-8b
159,54,de,CohereForAI/aya-expanse-8b
160,196,de,CohereForAI/aya-expanse-8b
161,72,de,CohereForAI/aya-expanse-8b
162,113,de,CohereForAI/aya-expanse-8b
163,186,de,CohereForAI/aya-expanse-8b
164,210,de,CohereForAI/aya-expanse-8b
165,192,de,CohereForAI/aya-expanse-8b
166,232,de,CohereForAI/aya-expanse-8b
167,160,de,CohereForAI/aya-expanse-8b
168,161,de,CohereForAI/aya-expanse-8b
169,78,de,CohereForAI/aya-expanse-8b
170,335,de,CohereForAI/aya-expanse-8b
171,71,de,CohereForAI/aya-expanse-8b
172,71,de,CohereForAI/aya-expanse-8b
173,115,de,CohereForAI/aya-expanse-8b
174,211,de,CohereForAI/aya-expanse-8b
175,115,de,CohereForAI/aya-expanse-8b
176,85,de,CohereForAI/aya-expanse-8b
177,223,de,CohereForAI/aya-expanse-8b
178,106,de,CohereForAI/aya-expanse-8b
179,67,de,CohereForAI/aya-expanse-8b
180,143,de,CohereForAI/aya-expanse-8b
181,67,de,CohereForAI/aya-expanse-8b
182,69,de,CohereForAI/aya-expanse-8b
183,142,de,CohereForAI/aya-expanse-8b
184,174,de,CohereForAI/aya-expanse-8b
185,76,de,CohereForAI/aya-expanse-8b
186,79,de,CohereForAI/aya-expanse-8b
187,72,de,CohereForAI/aya-expanse-8b
188,95,de,CohereForAI/aya-expanse-8b
189,211,de,CohereForAI/aya-expanse-8b
190,220,de,CohereForAI/aya-expanse-8b
191,95,de,CohereForAI/aya-expanse-8b
192,193,de,CohereForAI/aya-expanse-8b
193,94,de,CohereForAI/aya-expanse-8b
194,176,de,CohereForAI/aya-expanse-8b
195,121,de,CohereForAI/aya-expanse-8b
196,166,de,CohereForAI/aya-expanse-8b
197,188,de,CohereForAI/aya-expanse-8b
198,149,de,CohereForAI/aya-expanse-8b
199,100,de,CohereForAI/aya-expanse-8b
200,244,de,CohereForAI/aya-expanse-8b
201,229,de,CohereForAI/aya-expanse-8b
202,129,de,CohereForAI/aya-expanse-8b
203,123,de,CohereForAI/aya-expanse-8b
204,232,de,CohereForAI/aya-expanse-8b
205,82,de,CohereForAI/aya-expanse-8b
206,184,de,CohereForAI/aya-expanse-8b
207,60,de,CohereForAI/aya-expanse-8b
208,144,de,CohereForAI/aya-expanse-8b
209,142,de,CohereForAI/aya-expanse-8b
210,108,de,CohereForAI/aya-expanse-8b
211,94,de,CohereForAI/aya-expanse-8b
212,97,de,CohereForAI/aya-expanse-8b
213,97,de,CohereForAI/aya-expanse-8b
214,62,de,CohereForAI/aya-expanse-8b
215,225,de,CohereForAI/aya-expanse-8b
216,216,de,CohereForAI/aya-expanse-8b
217,123,de,CohereForAI/aya-expanse-8b
218,176,de,CohereForAI/aya-expanse-8b
219,235,de,CohereForAI/aya-expanse-8b
220,61,de,CohereForAI/aya-expanse-8b
221,138,de,CohereForAI/aya-expanse-8b
222,107,de,CohereForAI/aya-expanse-8b
223,50,de,CohereForAI/aya-expanse-8b
224,116,de,CohereForAI/aya-expanse-8b
225,63,de,CohereForAI/aya-expanse-8b
226,92,de,CohereForAI/aya-expanse-8b
227,85,de,CohereForAI/aya-expanse-8b
228,61,de,CohereForAI/aya-expanse-8b
229,126,de,CohereForAI/aya-expanse-8b
230,131,de,CohereForAI/aya-expanse-8b
231,142,de,CohereForAI/aya-expanse-8b
232,89,de,CohereForAI/aya-expanse-8b
233,196,de,CohereForAI/aya-expanse-8b
234,95,de,CohereForAI/aya-expanse-8b
